,ID,Group,Feature_1,Feature_2,Feature_3
103,ID310,B,2087.799897752354,413.43924779578384,4181.652215390869
104,ID161,C,2498.468062205823,389.6719271364111,-2150.9039650396394
105,ID892,A,2144.797686402592,414.593968695449,4359.738255750373
106,ID889,C,2260.2701524368604,396.3658040326594,-1868.1501824214133
107,ID900,B,2623.2341706784327,369.81515339981826,5253.321946127481
108,ID523,C,2167.1787882583476,424.89532681310936,-1755.8295667277623
109,ID228,C,2889.3943455825383,404.7918558102078,-2474.0884772277527
110,ID494,A,2011.3422132213327,385.6015536802863,4108.727280450628
111,ID330,B,1880.8533611903101,357.09752537695476,3748.8662971905187
112,ID337,C,2797.487924409109,388.6572959605676,-2404.2484757994007
113,ID148,C,2518.830583644833,403.3194592383715,-2116.088875255037
114,ID165,B,2590.9766205826986,390.11449347791495,5179.219774845856
115,ID133,A,2041.6369938754542,419.35305121811876,4030.905760046869
116,ID591,A,2415.4751310460424,414.1588554672542,5178.985745519555
117,ID418,B,2279.4875857783704,394.6207437422577,4565.467313032178
118,ID110,A,2790.233041660951,396.6767457218859,6381.983909338153
119,ID772,A,2640.221535708401,387.4684990660496,5978.147977237253
120,ID268,C,2432.950463432482,409.40713921805576,-2020.4673718740396
121,ID363,C,2541.8112823633173,407.5873316801184,-2136.2674787161086
122,ID852,A,2526.5439747008018,434.088214086114,5409.760696286433
123,ID718,B,2559.2165468529365,413.7679818119356,5119.2539454118905
124,ID315,C,2573.3274910446994,409.71444553315223,-2148.631748124135
125,ID821,A,2642.270442271354,400.3000976922842,5951.358348586442
126,ID911,A,2055.2630777174904,399.33999610023176,4168.977896407783
127,ID707,B,2564.945743198639,402.2903007222819,5136.322213004385
128,ID111,C,2360.667026500276,407.41146802675155,-1951.40924283422
129,ID585,B,2565.8951218490142,408.01853374412406,5125.615812263616
130,ID857,C,2630.9811385759326,374.9629686346916,-2234.4101606953673
131,ID333,A,2031.2234740555186,400.64274495297025,4089.212449951198
132,ID843,A,2307.7420515987255,370.37452060878445,5046.638725684168
133,ID925,B,2001.5326658886463,387.68463519231796,3997.4784323588738
134,ID556,B,2319.4074320914197,402.3254774565234,4628.056413274193
135,ID737,A,2860.512418845109,385.63704887271007,6681.751084045259
136,ID642,A,2271.3785015764843,395.4433710362452,4844.172773289731
137,ID666,A,2436.2684192542456,402.0290067245162,5306.659045952205
138,ID789,A,2820.0401394231612,386.0735396418806,6522.82583895558
139,ID199,A,2120.872907334782,409.9752627685675,4316.182224828718
140,ID478,B,2358.0487237682064,386.2342489000241,4718.678793075784
141,ID984,A,2518.3279149783903,384.30552174547836,5633.486753953033
142,ID413,B,2143.618900240389,385.2286703139058,4275.785423901743
143,ID612,C,2283.115364332065,412.3529558011238,-1880.3474359329837
144,ID425,A,2275.4552069017254,395.32543970254216,4867.461098866286
145,ID686,B,2219.4292138376986,393.7134685184472,4440.295978701154
146,ID101,A,2125.086175770137,387.3392911474585,4442.316089966523
147,ID359,A,2287.9000102121736,410.72769827285435,4800.539462607366
148,ID985,C,3003.9100615294838,396.43800335250717,-2614.1045668955917
149,ID806,C,2003.2216738113143,414.86297727964734,-1603.0897736556294
150,ID524,C,1958.0177347937515,398.06998334364886,-1574.0974961174998
151,ID106,A,2337.123184514142,384.3859818668681,5099.748253578533
152,ID665,A,2435.2968376339204,410.5724275238553,5268.595305391793
153,ID950,B,2654.290258818696,400.5211880526927,5310.942115647009
154,ID986,A,2504.8661723350338,373.87747565225436,5626.585682969409
155,ID753,B,2079.236453572231,414.92047945950765,4151.2420728209045
156,ID700,A,2481.2047427936463,399.4199240422259,5443.54252491666
157,ID963,B,2566.946176034089,407.7080701606455,5137.906099442561
158,ID667,B,2126.353950631596,407.516279774918,4238.432310842192
159,ID946,A,2125.360366707555,404.8433313885623,4346.724959034586
160,ID300,B,2583.6574922685454,391.99929404911813,5164.904193193844
161,ID121,B,2619.5656054786414,441.64811619484914,5223.938082362713
162,ID988,A,2862.3086670150487,406.20538218077763,6556.727217987237
163,ID740,A,2416.8535142316077,419.479461490143,5144.204970829211
164,ID827,A,1621.6691477568513,440.49057454483517,2654.610288861674
165,ID447,A,2142.8975719443097,378.81197486754223,4534.222044523045
166,ID832,B,2824.3223872202843,362.80320893974664,5630.848673186094
167,ID678,C,2537.0717030324085,386.2319801573431,-2167.943777635647
168,ID894,A,2377.9660415007797,404.6600600656292,5118.578980997992
169,ID136,C,2162.526946141406,392.00328118089897,-1775.277383735309
170,ID983,C,2485.7266879103317,409.3099649982777,-2071.4579732707243
171,ID844,C,2062.1873296822682,408.8063073576552,-1644.165098509875
172,ID597,A,2667.8180031292923,400.5780023705012,6006.270137947528
173,ID926,B,2665.8640524314833,410.3553694960877,5334.397395316875
174,ID123,B,2932.4767388289292,397.5173007093628,5868.317066124517
175,ID672,C,2166.555187556426,403.02574565274784,-1756.0977427738205
176,ID743,B,2357.5567680627273,422.4107154235537,4734.190207128602
177,ID489,B,2827.7607068636903,386.0888322350631,5642.46936146482
178,ID353,B,1938.0769786263907,386.92914681940516,3866.2766733406456
179,ID450,C,2696.9884982920835,379.268030909209,-2302.459151861897
180,ID319,C,2688.701475619459,376.5650356969034,-2344.0713490246244
181,ID858,B,1948.9818504900654,405.40144012389226,3881.1950548322934
182,ID561,B,2900.095420664603,389.1615311980209,5772.2224241857175
183,ID280,B,3003.74496680279,406.31601881222434,6010.983411018123
184,ID800,B,2381.1605861972093,368.89243182466055,4753.284128942418
185,ID928,B,2434.7725758912343,430.6300958314366,4892.201245316967
186,ID836,C,2500.9935491072565,409.16457608423764,-2088.72479759633
187,ID290,C,2981.3663966308736,423.82340507539726,-2558.2037419071517
188,ID634,A,3274.5038768926106,410.07624427906694,7770.2222994495305
189,ID560,C,2435.045590579988,407.8706570678631,-2027.4818171546392
190,ID153,C,2615.7850934928147,382.0914361411724,-2241.3568637512085
191,ID937,C,3057.2382491629937,396.3752402700738,-2653.7398278970454
192,ID764,B,2706.6333685447194,402.9673702028078,5431.03521983367
193,ID744,B,2491.437072001661,391.70141364824246,4998.311919499631
194,ID259,A,2360.8754842342787,385.0790030420666,5161.105704854742
195,ID368,A,2279.113853792436,415.8450182046268,4761.931120753066
196,ID907,B,2722.1511707251757,405.2424328374616,5431.318393831478
197,ID499,B,2577.7294958753923,386.2254499594144,5144.313697156838
198,ID120,C,2412.490082619962,381.93804416957084,-2051.231036413364
199,ID150,C,2716.4032471570927,405.8255346579275,-2323.4395560949793
200,ID616,A,2629.4186780781,404.75028014857,5857.746181845784
201,ID929,A,2325.248145709234,382.59978157280875,5056.743545970063
202,ID356,C,2508.0208984220944,386.90171532636873,-2108.714953728036
203,ID913,A,2298.526036226888,390.4775038185442,4944.151638771987
204,ID532,A,2638.1161887991284,405.0905265666927,5901.174982631854
205,ID987,B,2905.9850307639176,403.54098954053563,5824.399600745326
206,ID456,A,2622.1919155146297,391.5996748049118,5897.330627431544
207,ID639,A,2736.1375973185354,398.3192785388718,6194.456810027734
208,ID586,B,2688.8075043585523,379.7576991711699,5384.345200534357
209,ID375,C,2932.942078151775,404.72496945252243,-2534.3796969533796
210,ID757,A,2389.8270056820934,404.6271381236158,5150.5067938061375
211,ID426,A,1938.0691574286461,414.2458155777899,3739.7092438996438
212,ID603,C,2739.4291160481566,395.8382030650895,-2348.9152584012327
213,ID957,A,2238.1253087260375,417.42124661851744,4618.318866434906
214,ID313,A,2731.5961887537196,381.5634281401349,6307.467577397169
215,ID124,A,2401.444385516699,398.51487771723015,5175.197315806624
216,ID163,C,2543.1659533533107,391.5117665065893,-2151.863278050843
217,ID223,A,2784.0011591958078,427.43402784803357,6223.8028379072675
218,ID876,A,2951.187327400555,421.96858731669676,6725.777340212061
219,ID622,C,2493.277535326673,384.56716263878303,-2102.9287060600536
220,ID893,B,2833.651221556716,396.2560164845893,5656.983372028095
221,ID500,C,2157.1551515363053,411.82406251585263,-1749.848051797369
222,ID794,B,2819.1614869407076,413.30861783918755,5614.050996010446
223,ID969,C,2202.260714807107,404.0098620644864,-1807.7315654143058
224,ID849,C,2681.8736319865384,389.18625964343926,-2296.175249413672
225,ID640,A,2660.621755678516,413.7383456172335,5926.282860475106
226,ID322,C,1971.5119063846087,378.65498524160756,-1622.426853798971
227,ID862,C,3037.0658850955433,389.25672055340465,-2649.1173457746186
228,ID626,B,2663.3490277840115,417.1012870589592,5318.386623120406
229,ID154,C,2118.6334028008537,387.5570839337104,-1734.9436023916196
230,ID788,C,2799.079121751133,410.8247710479796,-2393.651199164764
231,ID958,B,2139.267887989611,435.0172558024857,4272.063966003262
232,ID687,B,2342.571552033983,402.1816021513167,4689.766939730559
233,ID771,A,2452.407428581062,403.9489331259447,5334.414525456192
234,ID662,A,2382.736814803427,420.3368551489971,5034.292623575712
235,ID641,A,2249.1458586643735,381.7869062064867,4835.24713675429
236,ID785,C,3115.275843360423,395.86473370337023,-2732.945685491609
237,ID266,B,2357.3535120509227,382.4659414257572,4725.148175629836
238,ID289,B,2591.284852454619,396.39157350977655,5175.159488827086
239,ID462,C,2319.095845064308,396.8546975188632,-1926.8598320468334
240,ID817,B,2801.1421141396672,415.3910410008598,5597.567172306477
241,ID541,B,2308.627660835108,421.5306802517403,4619.232714304905
242,ID763,C,2301.2338121041744,423.12402645810926,-1881.9276577581238
243,ID134,A,2885.8705973838883,393.80457956340905,6689.533196526868
244,ID131,B,2538.3103508634567,397.95242516014235,5059.4192615502225
245,ID195,C,2664.2501718603958,397.2058465104188,-2247.8329619349215
246,ID512,B,2523.2281047821853,416.2439912335643,5052.808671352768
247,ID514,C,2145.707073610979,405.7312381035232,-1737.6316036301191
248,ID923,C,2316.027531162743,374.81470875778444,-1935.1100884848584
249,ID451,B,2734.8110517051396,410.06136870151266,5462.625890167285
250,ID216,B,2410.8639209498624,399.1210382472074,4827.620607386528
251,ID446,C,2410.828075405408,377.4361406376495,-2047.1368004125359
252,ID613,A,3165.37986581905,399.253462850608,7492.522698828205
253,ID654,A,2484.6568115020054,407.414639561608,5417.074445302357
254,ID609,B,2207.313908339701,384.7906891004977,4392.000706524486
255,ID305,C,2300.039147766359,406.4452501349916,-1905.777153109877
256,ID282,A,2091.7502982048018,393.73071856125944,4314.016838294268
257,ID285,B,2594.2207821038164,386.8417675819658,5190.5330770353685
258,ID511,C,2417.919192494941,402.98552461734255,-2040.4189510120234
259,ID675,A,2243.831474503974,403.36188661821166,4721.428679962724
260,ID257,B,3167.28952566305,374.51822060074056,6341.858180790884
261,ID959,A,2921.000006111603,410.51606951482484,6707.787037804275
262,ID628,A,2941.677929568925,398.00358597766683,6819.168678886643
263,ID804,A,2636.7632540262684,382.33981075610524,5998.010389472843
264,ID142,B,2515.34989157615,408.63181076889555,5038.238601223128
265,ID495,B,2393.5926735934618,397.35304574470416,4794.827382214593
266,ID652,A,2343.460135996574,372.861877260141,5161.270263720644
267,ID210,B,2722.8714904876506,378.9013204606689,5433.878273258485
268,ID392,B,2388.360240710897,401.0736314030599,4780.305333325347
269,ID691,A,3048.403466233365,380.32292787128745,7233.8058730886905
270,ID270,A,2368.5112761301057,404.61637998968484,5065.141419105309
271,ID188,A,2098.3064915353843,394.9489577977367,4311.930587144193
272,ID805,A,2264.842033380489,394.6423722357904,4811.882733287669
273,ID180,A,2713.517822790973,396.51404528576376,6155.17613300228
274,ID847,C,2426.9831492378403,397.606799587897,-2020.996856389986
275,ID407,C,2358.590095947581,400.3862434001801,-1958.5679829831408
276,ID940,A,2896.911054448846,383.7029402197364,6775.686596266857
277,ID243,C,2965.0296705663527,408.65085564701025,-2550.5210890118237
278,ID920,A,2604.503224174621,414.9004520300383,5740.900657816408
279,ID979,A,2244.9528220371167,398.9362100898547,4744.554494747984
280,ID864,B,3161.3088302290116,422.81486268679646,6334.972899137634
281,ID896,C,2261.513145078159,414.21632949239427,-1849.743880536865
282,ID423,B,2581.1633065745013,381.1068931804259,5184.3686712665285
283,ID342,B,3127.5888683964668,386.4895873828004,6275.530950595228
284,ID841,B,2524.2748572209466,402.37385737937007,5033.984550725752
285,ID559,B,2370.274558107993,423.77152174230986,4729.769640381852
286,ID705,A,2340.299241170729,426.84633605231295,4881.799813793872
287,ID976,A,2908.6930583403787,391.0116650965676,6776.3708293541085
288,ID570,B,2540.9102846073924,409.4870041668828,5055.532871188313
289,ID715,C,2656.2803650521473,370.121726108072,-2267.4714763168863
290,ID518,B,2873.196249426547,411.82457753205694,5753.397130050609
291,ID722,A,2295.6166894614826,383.872051363516,4947.545287318579
292,ID205,B,2494.2719941423084,393.7992886401334,4994.656438966736
293,ID930,A,2603.9064439017416,398.82719137099883,5816.124435404486
294,ID736,C,2525.0585459617078,402.17163920877937,-2113.286863137432
295,ID510,B,2143.8131729894703,407.0619151909255,4314.578697014641
296,ID584,A,2186.767401760155,393.91468337968064,4602.793020335804
297,ID326,C,2469.811260201514,397.08010725988106,-2067.9749680489163
298,ID171,B,2882.3929001795705,392.39778918665877,5789.361825365726
299,ID253,A,2553.9721833694553,404.11660798801995,5644.755024359862
300,ID193,B,2532.472869556868,425.2337135308635,5079.387442578491
301,ID143,C,2479.345522369798,405.94478772782134,-2067.4084836752736
302,ID108,A,2384.9570994687338,394.06290611679754,5165.182836877314
303,ID661,C,2675.6711374381734,398.7820322905836,-2252.833010284646
304,ID927,B,2914.7560526318116,417.4001079541158,5829.427353033974
305,ID914,C,2452.694053239379,395.5238931221966,-2063.63880130454
306,ID981,B,1936.608141990656,424.9701767695176,3877.899271002643
307,ID331,A,2296.161073562877,407.86019326707304,4843.128712253102
308,ID548,C,2112.529563350121,385.51246541886866,-1722.9421087255303
309,ID517,A,2801.8857335714865,389.7780182932287,6463.644452722081
310,ID306,A,2676.353295040469,426.1635963843451,5901.138043270657
311,ID932,C,2326.396591472339,387.5157846966654,-1934.8672131417588
312,ID398,C,2294.8489455734743,399.87725240524423,-1903.634868749348
313,ID189,B,2628.07574242148,415.1913997453209,5246.262533821568
314,ID801,A,2432.7858078547415,424.36233544979285,5171.678413595874
315,ID179,B,2425.147983689936,422.6198229485493,4855.052142391878
316,ID538,A,2223.9482881183394,406.9801045682404,4626.369653586711
317,ID192,B,2806.269231668018,403.02519360357576,5622.042472066118
318,ID787,A,2518.652068297971,405.02645301469016,5539.635123896411
319,ID777,A,2508.65789313165,381.0091818992798,5626.121580063113
320,ID872,B,2102.2641310224058,407.0504565518391,4223.55691143659
321,ID388,B,2486.227106621386,413.4409262043307,4974.4380846041995
322,ID372,A,1873.3081770427643,406.46941691570885,3583.2669000085198
323,ID430,C,2913.6815522008087,375.90999164513926,-2540.0875189304575
324,ID229,B,2798.1976472515653,425.1377529789273,5607.823643994213
325,ID533,B,2320.30974070436,416.25424512758246,4633.276491891122
326,ID795,B,2414.8062909007303,416.0089783837114,4829.217561787754
327,ID870,A,2133.7287597723484,397.8990335333737,4413.855838478843
328,ID991,C,2811.216583004365,388.8607532191695,-2424.402885310853
329,ID645,B,2808.241668002419,394.79914873300646,5610.209105153768
330,ID703,B,1939.1928229326818,414.17254171715575,3880.9743123705675
331,ID828,A,2657.6089842660544,409.41006164214775,5925.872024046515
332,ID995,C,2840.514112877372,431.5135324436206,-2402.784680387058
333,ID558,A,2715.798224333184,401.267884316688,6147.346953535579
334,ID646,B,2161.237838393555,398.86920785915055,4349.47041323955
335,ID424,A,2033.6082664022815,399.90831966101706,4111.988959695786
336,ID493,C,2757.9243571457127,404.3443866611589,-2347.135268828946
337,ID731,B,2700.553624143789,392.1104891425596,5383.445685013687
338,ID856,C,2357.417449941449,406.9471241114955,-1958.275682929541
339,ID882,A,2316.018689610304,428.97066408314294,4790.472945682316
340,ID284,A,2313.8487919113195,393.15241642214534,4991.509334516173
341,ID534,B,2457.8016753951697,378.0353160646112,4907.881767322629
342,ID816,C,2872.473275898049,401.3813994564111,-2486.6759895217056
343,ID704,A,2542.1098151736182,419.6485823589317,5535.9207071095025
344,ID307,C,1820.0279569461968,373.5586903566417,-1441.0025261476774
345,ID389,A,2523.5674519097356,377.3772644264892,5697.936522656739
346,ID660,C,2353.3113585452925,369.3040629728616,-2003.483974903822
347,ID448,A,2740.071885076007,397.4168577348607,6237.803618995997
348,ID741,B,2219.8330862965813,413.73644483352604,4440.428532053592
349,ID669,B,2264.6533346477786,404.1633628102291,4520.197777635372
350,ID668,B,2741.9036090154455,395.8769005892875,5491.981087146523
351,ID519,A,3389.053303879098,381.43471179034526,8262.840359280019
352,ID997,B,2412.7404042471626,395.10308866604134,4812.889339970078
353,ID607,B,2279.495192820163,385.38230361532874,4544.394627729692
354,ID692,C,2241.5812988000494,373.2571622626906,-1882.7716122234974
355,ID458,B,2519.5277804191887,395.82486302660186,5038.889728340525
356,ID217,B,2161.226592939358,395.5201266568338,4313.862759274007
357,ID952,A,2643.2172400126565,389.9271603824765,5990.785526827752
358,ID587,B,2976.871369342691,381.8625804535085,5956.841728668291
359,ID530,C,2655.54227636041,409.27803624049636,-2249.263133468186
360,ID576,C,2507.873695543559,439.7171063989175,-2065.5643586962824
361,ID304,C,2263.708423901614,410.6271203330891,-1884.1991732785664
362,ID382,B,2498.9255449814364,385.2719900907837,4990.703457501776
363,ID649,C,2520.138435832838,381.39880538739726,-2117.6989288619043
364,ID838,B,2637.3092510676242,409.17029702660477,5283.124512124929
365,ID390,B,3430.4313756475512,396.7314226535996,6872.491674610053
366,ID815,B,1892.3153659506356,409.9636488016573,3795.3780376385826
367,ID682,C,1757.037009444787,408.368733911551,-1338.8002826066477
368,ID410,C,2117.0271106790315,435.4608708782778,-1696.7946898790753
369,ID444,B,2549.734790384712,406.8318619481472,5105.75683288554
370,ID379,A,2766.7517628355517,401.041059813356,6302.729924676544
371,ID851,A,2962.6467492655993,401.53558730533615,6887.419002367969
372,ID694,A,2981.3522585075134,383.5974507870285,7022.4249041935145
373,ID790,C,2308.9786221626237,400.4912557384071,-1904.331648415777
374,ID521,C,2308.5413723714464,383.1091987177644,-1933.2583509879303
375,ID563,A,2804.6432519147124,406.8476017737564,6390.466644350467
376,ID565,B,2303.7913495505654,407.0704515646424,4607.93628313698
377,ID590,A,2318.35230844175,410.5074459074095,4884.8615050182025
378,ID611,A,2423.6050488117967,422.7523359048582,5139.187181922151
379,ID504,B,2194.1557874341725,411.10987887077926,4408.451365208934
380,ID287,A,2400.0536133907194,386.7648557843652,5277.938502766198
381,ID490,A,2418.197520518026,411.3529144669834,5205.17883179104
382,ID738,B,2821.0645070204505,385.0425117271274,5644.284518014115
383,ID837,C,2616.1739765387233,388.6131735897218,-2236.318284931947
384,ID698,A,2761.434829905769,421.3558794222243,6173.459797756764
385,ID535,A,2155.8925541483186,395.3803997927954,4476.734284299913
386,ID919,C,2024.2654961356911,375.52531830453086,-1682.9821735730989
387,ID212,C,1626.3641429834959,373.010708432771,-1263.993898465628
388,ID897,C,2654.288498394534,405.8283424526396,-2251.900753494693
389,ID225,C,2386.4578598010585,387.59317773752434,-1996.553073868527
390,ID327,A,2716.6397142193705,367.6380608999194,6341.45196462308
391,ID734,B,3233.2042012161355,407.5094531312916,6435.798474001415
392,ID768,A,2155.2681707164534,427.4051830971246,4336.063625647643
393,ID487,A,2482.618379237763,367.0912329849901,5598.435525518421
394,ID625,C,2344.2542479757176,403.68322930520435,-1941.305420874824
395,ID674,C,2837.330829492207,396.39277952066624,-2441.456517676271
396,ID880,A,2822.9060121078764,397.2365870742815,6470.241648955376
397,ID344,B,2577.620252466589,394.4108298196054,5168.35980724858
398,ID190,B,2048.628378654235,407.61469486165515,4098.648592438369
399,ID380,A,1997.5900776745943,400.02290811140114,3998.6137381987824
400,ID351,C,2199.3561560235084,414.60552484153754,-1793.3554408635373
401,ID434,C,2444.2689062705235,395.50157628923813,-2039.7232617070586
402,ID650,C,2031.6868045139054,383.23710531469567,-1654.6829685754699
403,ID176,C,2751.5362083406726,387.16631275877137,-2366.409828920848
404,ID116,B,2545.1559018248763,384.78179031652763,5088.800435896428
405,ID610,B,2323.374928190639,391.5872971388381,4659.701828380966
406,ID947,C,2433.439568542844,396.88840830053374,-2044.3730101278275
407,ID371,C,2492.217563221991,389.98877118723254,-2083.160466081892
408,ID130,B,2167.5983774151096,390.9881771467101,4333.95271173745
409,ID454,C,2601.7881181334456,375.56067520695274,-2208.8982541593814
410,ID144,B,2354.4462499374195,395.1612811660717,4716.927284146538
411,ID746,B,2519.415326349454,390.85399228513523,5062.76858391856
412,ID312,A,2442.717292988788,396.6400658603657,5353.557096486525
413,ID394,B,2459.4622215174786,377.25141069931254,4923.925399801598
414,ID786,C,2075.428429774583,408.42855309011964,-1659.6911739315947
415,ID254,A,3074.5706174163515,393.0320171259439,7254.030383472074
416,ID942,A,2259.3347991974456,356.49890012904643,4982.114784846656
417,ID436,B,2463.936842297527,364.6111031341083,4932.595738102486
418,ID218,C,2501.640321183815,416.60631040752213,-2072.6982511604547
419,ID954,C,1943.4160993955693,420.06491269890233,-1512.0784576908318
420,ID186,B,2071.2150967064867,401.1751313946023,4138.633367622133
